icao24;registration;manufacturericao;manufacturername;model;typecode;serialnumber;linenumber;icaoaircrafttype;operator;operatorcallsign;operatoricao;operatoriata;owner;testreg;registered;reguntil;status;built;firstflightdate;seatconfiguration;engines;modes;adsb;acars;notes;categoryDescription
3d0f0b;D-EDYH;PIPER;Piper;PA-12 Super Cruiser;PA12;12-3480;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f0f;D-EDYL;PUTZER;Putzer;Elster B;ELST;019;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f17;D-EDYT;WAGAERO;Piper;J-3 C-65 Cub;J3;11771;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f26;D-EDZI;REIMS;Reims/cessna;F172E;C172;0023;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f29;D-EDZL;WREN;Cessna;182P Skylane;C182;18263772;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f2b;D-EDZN;REIMS;Reims/cessna;F150M;C150;1168;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f2c;D-EDZO;WREN;Cessna;182P Skylane;C182;18263549;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f2e;D-EDZQ;PIPER;Piper;PA-28R 180 Cherokee Arrow;P28R;28R-31120;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f32;D-EDZU;WREN;Cessna;Cessna 182H Skylane;C182;18256163;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f34;D-EDZW;PIPER;Piper;PA-38 112 Tomahawk;PA38;38-81A0103;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f38;D-EEAA;REIMS;Reims/cessna;FR172K Hawk XP;C172;0639;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f39;D-EEAB;MALMO;Bolkow;Junior Bo.208C;JUNR;681;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f3a;D-EEAC;MALMO;Bolkow;Junior Bo.208C;JUNR;682;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f3b;D-EEAD;STARK;Stark;Emeraude CP.301A;CP30;101-052;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f3c;D-EEAE;RAYTHEON;Beech;Bonanza B36TC;BE36;EA-666;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f3d;D-EEAF;DORNIER;Dornier;Do 27 B-1;DO27;274;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f3e;D-EEAG;OBERLERCHNER;Oberlerchner;Job 15-150;JB15;053;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f3f;D-EEAH;MALMO;Bolkow;Bolkow Junior Bo.208C;JUNR;658;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f40;D-EEAI;MALMO;Bolkow;Junior Bo.208C;JUNR;686;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f43;D-EEAL;PIPER;Piper;PA-28 180 Cherokee D;P28A;28-4734;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f44;D-EEAM;CESSNA;Cessna;170B;C170;25080;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f45;D-EEAN;PIPER;Piper;PA-28 181 Archer II;P28A;28-8390025;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f46;D-EEAO;PZL-OKECIE;Pzl-okecie;Wilga PZL-104 35A;PZ04;48037;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f47;D-EEAP;REIMS;Reims/cessna;FR172F Rocket;C172;0067;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f49;D-EEAR;SAN;S.a.n.;Jodel D.140C Mousquetaire III;D140;143;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f4b;D-EEAT;REIMS;Reims/cessna;Reims/Cessna FR172F Rocket;C172;0062;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f4c;D-EEAU;ROBIN;Robin;HR.200 120B;HR20;274;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f4d;D-EEAV;SOCATA;Socata;TB21 Trinidad TC;TB21;2124;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f50;D-EEAY;RUSCHMEYER;Ruschmeyer;R90 230RG;R90R;017;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f51;D-EEAZ;PIAGGIO;Piaggio;P.149 D;P149;323;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f52;D-EEBA;BREEZER;Aerostyle;Breezer;BREZ;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f53;D-EEBB;DIAMOND;Diamond Aircraft;Diamond Star DA40D;DA40;D4.263;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f56;D-EEBE;PIPER;Piper;PA-38 112 Tomahawk;PA38;38-80A0112;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f57;D-EEBF;MAULE;Maule;M-6 235C Super Rocket;M6;7490C;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f58;D-EEBG;REIMS;Reims/cessna;F152;C152;1437;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f59;D-EEBH;ZLIN;Moravan;Zlin Trener Master Z-526;Z26;1068;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f5a;D-EEBI;REIMS;Cessna;172S Skyhawk SP;C172;172S9115;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f5c;D-EEBK;PIPER;Piper;Piper PA-28R 200 Cherokee Arrow II;P28R;28R-7435014;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f5e;D-EEBM;ROBIN;Robin;DR.400 180 Regent;DR40;929;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f61;D-EEBP;WREN;Reims/cessna;F182Q Skylane;C182;0041;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f64;D-EEBS;ZLIN;Moravan;Zlin Trener Master Z-526F;Z26;1151;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f65;D-EEBT;RAYTHEON;Beech;Beech Bonanza F33A;BE33;CE-1479;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f66;D-EEBU;PIPER;Piper;Piper PA-28 235 Cherokee B;P28B;28-10848;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f67;D-EEBV;RUSCHMEYER;Ruschmeyer;R90 230RG;R90R;011;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f68;D-EEBW;MOONEY;Mooney;M.20J Model 201;M20P;24-0424;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f6a;D-EEBY;ZLIN;Moravan;Zlin Trener Master Z-526;Z26;1087;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f6b;D-EEBZ;SOCATA;Socata;TB10 Tobago;TOBA;983;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f6c;D-EECA;COLEMILL;Beech;Bonanza V35B;BE35;D-9120;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f6d;D-EECB;PIPER;Piper;Piper PA-46 350P Malibu Mirage;PA46;4636549;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f6e;D-EECC;REIMS;Cessna;172R Skyhawk;C172;17281213;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f6f;D-EECD;DIAMOND;Diamond Aircraft;Diamond Star DA40;DA40;40.018;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f70;D-EECE;REIMS;Reims/cessna;FR172J Rocket;C172;0495;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f71;D-EECF;WREN;Cessna;182P Skylane;C182;18262784;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f72;D-EECG;RUSCHMEYER;Ruschmeyer;R90 230RG;R90R;023;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f73;D-EECH;WREN;Cessna;Cessna 182P Skylane;C182;18262850;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f74;D-EECI;PIPER;Piper;PA-46 350P Malibu Mirage;PA46;4622123;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f75;D-EECJ;WREN;Cessna;182P Skylane;C182;18262890;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f76;D-EECK;SYMPHONY;Omf;Symphony 100-160;SYMP;0042;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f77;D-EECL;ROCKWELL;Rockwell;Commander 112 TC;AC11;13039;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f78;D-EECM;REIMS;Reims/cessna;F172M;C172;1444;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f79;D-EECN;REIMS;Cessna;172S Skyhawk SP;C172;172S9701;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f7a;D-EECO;COLEMILL;Beech;Bonanza V35B;BE35;D-9229;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f7b;D-EECP;PIPER;Piper;PA-28 161 Warrior II;P28A;28-8116242;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f7c;D-EECQ;REIMS;Reims/cessna;F172M;C172;1280;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f7d;D-EECR;RUSCHMEYER;Ruschmeyer;R90 230FG;R90F;030;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f7e;D-EECS;RUSCHMEYER;Ruschmeyer;R90 230RG;R90R;015;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f7f;D-EECT;FLIGHT DESIGN;Flight Design;Flight Design CT LS;FDCT;F-11-11-08;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f80;D-EECU;ROBIN;Robin;DR.400 180R Remorqueur;DR40;1215;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f81;D-EECV;REIMS;Reims/cessna;F172;C172;1634;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f86;D-EEDA;DIAMOND;Diamond Aircraft;Diamond Star DA40D;DA40;D4.001;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f87;D-EEDB;CIRRUS;Cirrus Design;SR20;SR20;2015;;L1P;;;;;Top Servis;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f88;D-EEDC;REIMS;Cessna;172S Skyhawk SP;C172;172S9024;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f89;D-EEDD;HOAC;Diamond Aircraft;Katana DA20-A1;DV20;10315;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f8a;D-EEDE;SOCATA;Socata;Rallye MS.883 115;RALL;1573;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f8c;D-EEDG;REIMS;Reims/cessna;F172M;C172;0906;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f8d;D-EEDH;REIMS;Reims/cessna;F172M;C172;0913;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f8e;D-EEDI;DIAMOND;Diamond Aircraft;Diamond Star DA40D;DA40;D4.240;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f8f;D-EEDJ;REIMS;Reims/cessna;FR172J Rocket;C172;0355;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f90;D-EEDK;REIMS;Reims/cessna;F150L;C150;0941;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0f91;D-EEDL;REIMS;Reims/cessna;FR172J Rocket;C172;0359;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f95;D-EEDP;REIMS;Reims/cessna;F150L;C150;0878;;L1P;Frankfurter Verein F�r Luftfahrt 1908 E.v.;;;;Frankfurter Verein F�r Luftfahrt 1908 E.v.;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0f96;D-EEDQ;STAMPE;Sncan;Stampe SV-4 C;SV4;58;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f97;D-EEDR;RUSCHMEYER;Ruschmeyer;Ruschmeyer R90 230RG;R90R;024;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f98;D-EEDS;RAYTHEON;Beech;Bonanza A36AT;BE36;E-2714;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f99;D-EEDT;REIMS;Reims/cessna;F172M;C172;0919;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f9a;D-EEDU;WREN;Cessna;182P Skylane;C182;18261537;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f9b;D-EEDV;WREN;Cessna;182P Skylane;C182;18261524;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0f9c;D-EEDW;STAMPE;Sncan;Stampe SV-4 C;SV4;245;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fa0;D-EEEA;TECNAM;Tecnam;P.2008 JC;P208;1003;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fa1;D-EEEB;WREN;Reims/cessna;F182Q Skylane;C182;0112;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fa3;D-EEED;ZLIN;Moravan;Zlin Trener Master Z-526S;Z26;1033;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fa4;D-EEEE;SOCATA;Socata;TB20 Trinidad;TB20;300;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Small (15500 to 75000 lbs)
3d0fa5;D-EEEF;ROBIN;Robin;DR.400 160 Chevalier;DR40;883;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fa6;D-EEEG;GYROFLUG;Gyroflug;Speed Canard SC-01;SC01;S-15;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fa7;D-EEEH;SOCATA;Socata;Rallye 180TS Galerien;RALL;3322;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fa8;D-EEEI;SOCATA;Socata;Rallye 180TS Galerien;RALL;3321;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fa9;D-EEEJ;BREEZER;Aerostyle;Breezer;BREZ;009;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0faa;D-EEEK;SSH;Casa;Jungmann 1-131E;BU31;2056;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fab;D-EEEL;PIPER;Piper;PA-28R T-201 Arrow IV;P28T;28R-8018055;;L1P;;;;;Rwl German Flight Academy;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fac;D-EEEM;SOCATA;Socata;Rallye 235E Gabier;RALL;13155;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fae;D-EEEO;PIPER;Piper;Piper PA-46 JetPROP;P46T;4636425;;L1T;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0faf;D-EEEP;DORNIER;Dornier Bucker;Jungmeister Bu 133C;BU33;24;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fb0;D-EEEQ;SOCATA;Socata;TB200 Tobago XL;TB20;1760;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fb1;D-EEER;SOCATA;Socata;TB10 Tobago;TOBA;137;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fb3;D-EEET;VAN'S;Vans;RV-7;RV7;2002467;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fb4;D-EEEU;SOCATA;Morane-saulnier;Rallye MS.885 Super;RALL;136;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fb5;D-EEEV;RAYTHEON;Beech;Bonanza A36;BE36;E-1108;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fb6;D-EEEW;GYROFLUG;Gyroflug;Speed Canard SC-01B;SC01;A-3;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fb7;D-EEEX;GYROFLUG;Gyroflug;Speed Canard SC-01B;SC01;A1-80;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fb9;D-EEEZ;RUTAN;Rutan;VariEze VW-VP;VEZE;A-0329;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fba;D-EEFA;PIPER;Piper;PA-28 140 Cherokee C;P28A;28-26658;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fbb;D-EEFB;STAMPE;Aiaa;Stampe SV-4 C;SV4;1077;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fbc;D-EEFC;PIPER;Piper;PA-24 260 Comanche C;PA24;24-4932;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fbe;D-EEFE;REIMS;Reims/cessna;F172P;C172;2168;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fbf;D-EEFF;MESSERSCHMITT-BOLKOW;Bolkow;Bo.209 Monsun 160RV;B209;301;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fc0;D-EEFG;RAYTHEON;Beech;Bonanza F33A;BE33;CE-1626;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Small (15500 to 75000 lbs)
3d0fc1;D-EEFH;PIPER;Piper;PA-28 140 Cherokee C;P28A;28-26736;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fc2;D-EEFI;REIMS;Textron Aviation;172S Skyhawk SP;C172;172S11368;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fc3;D-EEFJ;PIPER;Piper;PA-28R 200 Cherokee Arrow;P28R;28R-35660;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fc4;D-EEFK;MOONEY;Mooney;M.20K Model 252TSE;M20T;25-1175;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fc5;D-EEFL;RAYTHEON;Beech;Bonanza F33A;BE33;CE-1752;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fc6;D-EEFM;REIMS;Cessna;172S Skyhawk SP;C172;172S10244;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fc7;D-EEFN;MOONEY;Mooney;Mooney M.20J Model 201;M20P;24-3215;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fc8;D-EEFO;PIPER;Piper;PA-28R 200 Cherokee Arrow;P28R;28R-35679;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fca;D-EEFQ;REIMS;Cessna;172R Skyhawk;C172;17280342;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fcb;D-EEFR;REIMS;Reims/cessna;F172M;C172;1246;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fcc;D-EEFS;REIMS;Reims/cessna;F172P;C172;2186;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fce;D-EEFU;SOCATA;Socata;Rallye 235E Gabier;RALL;13329;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fcf;D-EEFV;PIPER;Piper;PA-28 180 Cherokee E;P28A;28-5757;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fd0;D-EEFW;REIMS;Cessna;172Q Cutlass;C172;17275823;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fd1;D-EEFX;MOONEY;Mooney;M.20L PFM;M20P;26-0039;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fd2;D-EEFY;REIMS;Reims/cessna;F172P;C172;2229;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fd4;D-EEGA;GIPPSLAND;Gippsaero;GippsAero GA-8 Airvan TC-320;GA8;GA8-TC 320-13-188;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fd5;D-EEGB;BEECH;Beech;Sierra B24R 200;BE24;MC-262;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fd6;D-EEGC;ROBIN;Robin;DR.400 180R Remorqueur;DR40;1357;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fd7;D-EEGD;PIAGGIO;Piaggio;P.149 D;P149;315;;L1P;;;;;Seagull Formation;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fd8;D-EEGE;CESSNA;Cessna;T210N Turbo Centurion;C210;21063674;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fd9;D-EEGF;ROBIN;Robin;DR.400 180 Regent;DR40;1013;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fda;D-EEGG;MOONEY;Mooney;M.20J Model 205;M20P;24-3015;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fdb;D-EEGH;ROCKWELL;Commander Aircraft;Commander 114 B;AC11;14632;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fdc;D-EEGI;PIPER;Piper;PA-28 181 Archer II;P28A;28-7790403;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fdd;D-EEGJ;PIPER;Piper;PA-28 181 Archer II;P28A;2890066;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fde;D-EEGK;WREN;Cessna;182J Skylane;C182;18256742;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fdf;D-EEGL;REIMS;Reims/cessna;F172M;C172;1335;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fe0;D-EEGM;CESSNA;Cessna;T210M Turbo Centurion;C210;21062433;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fe1;D-EEGN;SSH;Casa;Jungmann 1-131E;BU31;2095;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fe2;D-EEGO;PIPER;Piper;PA-28 140 Cherokee F;P28A;28-7725210;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fe3;D-EEGP;REIMS;Reims/cessna;F172;C172;1981;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3d0fe5;D-EEGR;CIRRUS;Cirrus Design;Cirrus Design SR22;SR22;1984;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fe6;D-EEGS;ZLIN;Moravan;Zlin Trener Master Z-526F;Z26;1153;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fe7;D-EEGT;BEECH;Beech;Skipper 77;BE77;WA-117;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fea;D-EEGW;REIMS;Cessna;R182 Turbo Skylane RG;C82R;R18200667;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0fee;D-EEHA;TIGER;American Aviation;AA-5 Traveler;AA5;AA5-0031;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3d0fef;D-EEHB;TIGER;American Aviation;AA-5 Traveler;AA5;AA5-0032;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3d0ff0;D-EEHC;TIGER;American Aviation;AA-5 Traveler;AA5;AA5-0117;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
